0,0.119375,2.328160409927368,0.205,2.259139995574951
1,0.231875,2.1937183475494386,0.2525,2.182221145629883
2,0.3325,2.084649839401245,0.3075,2.1054976081848142
3,0.385,1.9887062406539917,0.355,2.0262610912323
4,0.474375,1.8719402074813842,0.3875,1.9430444145202637
5,0.5225,1.7642648124694824,0.42,1.8512881755828858
6,0.54,1.6594193935394288,0.4575,1.7695243167877197
7,0.575625,1.5602869653701783,0.47,1.69680739402771
8,0.6025,1.4571858692169188,0.4975,1.6261890602111817
9,0.61875,1.3732993698120117,0.505,1.569609146118164
10,0.64,1.304103512763977,0.505,1.5306951332092285
11,0.66125,1.2296091890335084,0.52,1.4863765907287598
